alias,name,cpf_cnpj,phone,email,addressable_type,addressable_id,alias_address,zip,street,number,details,district,city,state,country
KSR DISTRIBUIDORA,SUZANO S.A.,16.404.287/0303-05,1136365000,REGULARIDADES@SUZANO.COM.BR,supplier,,,60330878,AVENIDA FRANCISCO SA,7700,GALPAO01,BARRA DO CEARA,FORTALEZA,CE,BRASIL
SV ELETRICA E ILUMINACAO,S V COMERCIO DE MATERIAL ELETRICO LTDA,35.088.657/0001-37,8532147900,CONTABILIDADE@SVELETRICA.COM,supplier,,,60325000,AVENIDA BEZERRA DE MENEZES,420,,FARIAS BRITO,FORTALEZA,CE,BRASIL
NELSON NOVAES COMERCIO DE PAPEIS E SUPRIMENTOS DE INFORMATICA,NELSON NOVAES COMERCIO DE PAPEIS E SUPRIMENTOS DE INFORMATICA,41.897.212/0001-09,1156875222,CONTATO.REXCONTABIL@GMAIL.COM,supplier,,,4728170,RUA ANGELO PARIZ FORNAZA,12,,JARDIM CARAVELAS,SÃO PAULO,SP,BRASIL
JTR MULTIPRODUTOS,T DE S VIANA DEPARTAMENTO E MAGAZINE,33.859.400/0001-06,6799322453,CONTATO@JMGSOCIETARIO.COM.BR,supplier,,,12951000,AVENIDA PRESIDENTE VARGAS,373,SALA 6,JARDIM DAS CEREJEIRAS,ATIBAIA,SP,BRASIL
T. MORAES SALLES - INFORMATICA,T. MORAES SALLES - INFORMATICA,29.048.251/0001-28,4430404027,CECONCONTABILIDADE@WNET.COM.BR,supplier,,,87035450,RUA JOSE LEONIDAS NERONE,317,,JARDIM ANDRADE,MARINGÁ,PR,BRASIL
SOLUTION - COPIADORAS E SUPRIMENTOS,T.S.C. COMERCIO VAREJISTA DE INFORMATICA LTDA,40.169.125/0001-64,1332235848,SOLUTIONCOPIADORA@HOTMAIL.COM,supplier,,,11070021,RUA BENEDITO ERNESTO GUIMARAES,116,CASA 07,MARAPE,SANTOS,SP,BRASIL
TAMASS COMERCIO DE PRODUTOS PLASTICOS E PAPEIS LTDA,TAMASS COMERCIO DE PRODUTOS PLASTICOS E PAPEIS LTDA,10.689.096/0001-09,8532231946,TAMASSPAP@GMAIL.COM,supplier,,,60325000,AVENIDA BEZERRA DE MENEZES,264,,FARIAS BRITO,FORTALEZA,CE,BRASIL
TAMPAO.COM ACESSORIOS LTDA,TAMPAO.COM ACESSORIOS LTDA,29.742.751/0001-65,1143096838,TAMPAO.COM@GMAIL.COM,supplier,,,9361420,RUA JOAO ALETTO,29,,VILA MORELLI,MAUÁ,SP,BRASIL
TEC PRINT SUPRIMENTOS E ASSISTENCIA TECNICA LTDA,TEC PRINT SUPRIMENTOS E ASSISTENCIA TECNICA LTDA,05.654.516/0001-73,1632114455,LEGALIZACAODEEMPRESAS@DAPESI.COM.BR,supplier,,,14090550,RUA SAO FRANCISCO DE ASSIS,110,,JARDIM CASTELO BRANCO,RIBEIRÃO PRETO,SP,BRASIL
TECNOLED CABOS FLAT E CONECTORES,TECNOLED CABOS FLAT IMPORTACAO E EXPORTACAO LTDA,22.127.998/0001-22,1434416859,ANAPAULAMILTUS@HOTMAIL.COM,supplier,,,17603650,ALAMEDA LANCASTER,147,,VILA INGLESA,TUPÃ,SP,BRASIL
TECNOTONER,TECNOTONER CARTUCHOS PARA IMPRESSORAS LTDA.,68.282.672/0007-66,1146028700,VLADIMIR.BOSSONI@TECNOTONER.COM.BR,supplier,,,88311715,RUA HENRIQUE MICHELS JUNIOR,300,AREA A SALA 22,CORDEIROS,ITAJAÍ,SC,BRASIL
V12 OLINE SHOP,THAMIRYS AMARAL DE JESUS,40.600.559/0001-77,4499049292,RS.ORG.CONTABEIS@HOTMAIL.COM,supplier,,,87025644,RUA PIONEIRO ANTONIO PIETRO BON,795,,JARDIM LICCE,MARINGÁ,PR,BRASIL
SOLUTION - COPIADORAS E SUPRIMENTOS,TIAGO DOS SANTOS COSTA - COPIADORAS,06.941.498/0001-73,1332235848,,supplier,,,11015540,RUA JULIO CONCEICAO,245,CASA;,VILA MATHIAS,SANTOS,SP,BRASIL
TINSEI - COMERCIO E SOLUCOES EM IMPORTACAO,TINSEI COMERCIO IMPORTACAO E DISTRIBUICAO LTDA,13.839.772/0001-63,3133336151,PAULOHCUNHA1960@YAHOO.COM.BR,supplier,,,30390085,RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO,1206,,OLHOS D'AGUA,BELO HORIZONTE,MG,BRASIL
TKS COMPONENTES LTDA,TKS COMPONENTES LTDA,46.517.766/0001-49,4130922190,TKSCOMPONENTES@GMAIL.COM,supplier,,,82510290,RUA CANADA,1744,,BACACHERI,CURITIBA,PR,BRASIL
TNTINFO,TNTINFO COMERCIO DE MATERIAIS DE INFORMATICA LTDA,08.606.542/0002-03,1933075263,TNTINFO@TNTINFO.COM.BR,supplier,,,29111300,AVENIDA JOAO FRANCISCO GONCALVES,100,ANEXO AJ,COBILANDIA,VILA VELHA,ES,BRASIL
TNTINFO,TNTINFO COMERCIO DE MATERIAIS DE INFORMATICA LTDA,08.606.542/0001-14,1933075263,TNTINFO@TNTINFO.COM.BR,supplier,,,13049252,AVENIDA DERMIVAL BERNARDES SIQUEIRA,3316,,SWISS PARK,CAMPINAS,SP,BRASIL
TOLEDO IMPORTACAO LTDA,TOLEDO IMPORTACAO LTDA,19.109.606/0001-98,1736321502,CARLOSVIALLE@GMAIL.COM,supplier,,,15708000,AVENIDA MARGINAL AUREO FERNANDES DE FARIA,1427,GALPAO.,PARQUE INDUSTRIAL II,JALES,SP,BRASIL
TOP SWAPPING,TOP SWAPPING COMERCIO E SERVICOS DE PRODUTOS ELETROELETRONICOS E DE INFORMATICA LTDA.,16.985.607/0001-08,1138797140,CONTATO@SFBARROS.COM.BR,supplier,,,9930450,AVENIDA PARANAPANEMA,238,SALA 01,TABOAO,DIADEMA,SP,BRASIL
TROFEL INFORMATICA LTDA,TROFEL INFORMATICA LTDA,41.809.185/0001-67,1199969159,SIMONE@TUDOPARARECARGA.COM.BR,supplier,,,9851700,RUA ANGELA MARCON BONICIO,92,SALA 1,COOPERATIVA,SÃO BERNARDO DO CAMPO,SP,BRASIL
TS SHARA TECNOLOGIA DE SISTEMAS LTDA,TS SHARA TECNOLOGIA DE SISTEMAS LTDA,64.600.422/0005-04,1120186000,TSSHARA@TSSHARA.COM.BR,supplier,,,8340010,AVENIDA FORTE DO LEME,1150,GALPAO06,PARQUE SAO LOURENCO,SÃO PAULO,SP,BRASIL
TSCOTTI COMERCIAL,TSCOTTI COMERCIO ATACADO E VAREJO LTDA,52.087.365/0001-07,1113098187,JOANAAARC9@GMAIL.COM,supplier,,,3016001,RUA ORIENTE,777,ANDAR 2 SALA 13,BRÁS,SÃO PAULO,SP,BRASIL
TUBARAO EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,TUBARAO EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,45.025.666/0001-32,1120204100,MARCOS@TUBARAOEQUIPAMENTOS.COM.BR,supplier,,,3210010,RUA MURTA-DO-CAMPO,705,,VILA ALPINA,SÃO PAULO,SP,BRASIL
TUPI MOBILITY SOLUTIONS LTDA,TUPI MOBILITY SOLUTIONS LTDA,30.356.271/0001-45,1145525000,ADM@TMS.COM.BR,supplier,,,6460120,AVENIDA CECI,608,ANEXO 638 BLOCO B12,TAMBORE,BARUERI,SP,BRASIL
UAITEM.COM.BR,UAI COMERCIO DIGITAL LTDA EM RECUPERACAO JUDICIAL,13.035.177/0002-56,3135003659,FISCAL@UAITEM.COM.BR,supplier,,,32113491,RUA CLEMENTE ANIBAL BRANCO,375,GALPAO3,DISTRITO INDUSTRIAL DOUTOR HELIO PENTAGNA GUIMARAE,CONTAGEM,MG,BRASIL
UBIQUITI BRAZIL COMERCIO DE ELETRONICOS LTDA.,UBIQUITI BRAZIL COMERCIO DE ELETRONICOS LTDA.,33.166.730/0001-16,2134908007,BR.STORE@UI.COM,supplier,,,4578000,AVENIDA DAS NACOES UNIDAS,12399,CONJ 73 A SALA 5,BROOKLIN PAULISTA,SÃO PAULO,SP,BRASIL
UNISHOP TECNOLOGIA E IMPRESSAO LTDA,UNISHOP TECNOLOGIA E IMPRESSAO LTDA,03.501.503/0001-39,1137565151,UNISHOP@UNISHOP.COM.BR,supplier,,,8220310,RUA GUARIUBA,337,,VILA CAMPANELA,SÃO PAULO,SP,BRASIL
UP 2 TECH DO BRASIL S/A,UP 2 TECH DO BRASIL S/A,20.704.757/0007-69,1981106977,KSOARES@UP2TECH.COM.BR,supplier,,,7260170,RUA CACIMBA DE AREIA,65,GALPAO1 ANTIGO N 100,PARQUE SAO MIGUEL,GUARULHOS,SP,BRASIL
UP 2 TECH IMPORTACAO E COMERCIO,UP 2 TECH DO BRASIL S/A,20.704.757/0001-73,1981106977,KSOARES@UP2TECH.COM.BR,supplier,,,7175090,AVENIDA PASCHOAL THOMEU,1141,GALPAO3-4 LOTE 2-B,VILA NOVA BONSUCESSO,GUARULHOS,SP,BRASIL
UP PARTNERS DISTRIBUIDORA DE EQUIPAMENTOS E SUPRIMENTOS LTDA,UP PARTNERS DISTRIBUIDORA DE EQUIPAMENTOS E SUPRIMENTOS LTDA,41.968.799/0002-72,1151970277,ADM@UPPARTNERS.COM.BR,supplier,,,29168055,RUA ATALYDES MOREIRA DE SOUZA,1472,SALA 31,CIVIT I,SERRA,ES,BRASIL
UPPRINTER,UPPRINTER COMERCIO DE IMPRESSORAS E SUPRIMENTOS LTDA,12.292.451/0001-29,5139335065,UPIMPRESSORAS@UPIMPRESSORAS.COM,supplier,,,93800268,RUA PINHEIRO MACHADO,125,,CENTRO,SAPIRANGA,RS,BRASIL
UPS SOLUCAO E SERVICOS,UPS SOLUCAO E SERVICOS LTDA,09.174.635/0001-80,8530911574,FINANCEIRO@UPSSOLUCOESESERVICOS.COM.BR,supplier,,,60360415,RUA MARTINS NETO,313,,ANTONIO BEZERRA,FORTALEZA,CE,BRASIL
VA SUPRIMENTOS,VA SUPRIMENTOS LTDA,47.731.323/0001-19,5195752944,VASUPRIMENTOS.SC@GMAIL.COM,supplier,,,88905398,RUA CAVERAZINHO,150,FUNDOSPAVILHAO 02,URUSSANGUINHA,ARARANGUÁ,SC,BRASIL
VCORE SOLUCOES INFORMATICA LTDA,VCORE SOLUCOES INFORMATICA LTDA,13.142.848/0001-05,4130551933,CONTATO@BARRION.COM.BR,supplier,,,83407790,RUA BARIRI,48,,SAO GABRIEL,COLOMBO,PR,BRASIL
MENU DO ESCRITORIO,VICENTE SARTORI,14.929.288/0001-98,5130317171,,supplier,,,91030470,AVENIDA MENA BARRETO,330,,SANTA MARIA GORETTI,PORTO ALEGRE,RS,BRASIL
VICTOR RODRIGUES GARCIA 48226490839,VICTOR RODRIGUES GARCIA 48226490839,45.292.712/0001-60,1993249451,VCRODRIGUES98@GMAIL.COM,supplier,,,13060702,RUA CELIO DOS SANTOS FERREIRA,309,,PARQUE RESIDENCIAL VILA UNIAO,CAMPINAS,SP,BRASIL
VIKINGS DIGITAL,VIKINGS DIGITAL LTDA,24.804.709/0001-08,1149425260,CADASTRO@GUIMARAESARANHA.COM.BR,supplier,,,29161414,AVENIDA SETECENTOS,76,QUADRA16 LOTE M-02A SALA 18,TERMINAL INTERMODAL DA SERRA,SERRA,ES,BRASIL
VIP CONSTRUCOES,A L M NOGUEIRA CONSTRUCOES LTDA,10.296.863/0001-01,8587292367,VIPCONSTRUCOES1@HOTMAIL.COM,supplier,,,60181712,RUA ISMAEL PORDEUS,SN,LOTE 12 - QUADRA 59,CAIS DO PORTO,FORTALEZA,CE,BRASIL
VOBELLA SOLUCOES & DISTRIBUICAO LTDA,VOBELLA SOLUCOES & DISTRIBUICAO LTDA,40.188.681/0001-88,1147228135,PATRICIA.PORTELA@TERRA.COM.BR,supplier,,,13242158,RUA LUCA,1160,,VILA NOVA TRIESTE,JARINU,SP,BRASIL
VR PRINT COMERCIO E SERVICOS DE SUPRIMENTOS PARA INFORMATICA LTDA,VR PRINT COMERCIO E SERVICOS DE SUPRIMENTOS PARA INFORMATICA LTDA,23.830.923/0001-76,1930201431,LICITACAO@VRPRINTLTDA.COM.BR,supplier,,,13070260,RUA ESPANHA,287,SALA 1,VILA ROSSI BORGHI E SIQUEIRA,CAMPINAS,SP,BRASIL
RHB IMPORT,VRI IMPORTACAO E EXPORTACAO LTDA,17.900.658/0001-52,4132831755,TRIBUTARIO@RHBIMPORT.COM.BR,supplier,,,83010620,AVENIDA ROCHA POMBO,2561,PAVLH 3-B,AGUAS BELAS,SÃO JOSÉ DOS PINHAIS,PR,BRASIL
URBANO DESCARTE DE INFORMATICA,WALTER CEZAR BOVINO VOLPONI,19.322.863/0001-03,1147382380,TECFAT@HOTMAIL.COM,supplier,,,3372020,RUA ARMANDO DIAS,567,,CHACARA MAFALDA,SÃO PAULO,SP,BRASIL
WXTEC INFORMATICA,WXTEC INFORMATICA LTDA,44.065.309/0001-35,8532425624,GBSCONTABILIDADE@YAHOO.COM.BR,supplier,,,60135101,AVENIDA ANTONIO SALES,945,,JOAQUIM TAVORA,FORTALEZA,CE,BRASIL
XEROX COMERCIO E INDUSTRIA LTDA,XEROX COMERCIO E INDUSTRIA LTDA,02.773.629/0002-80,2140091212,ROGERIO.TAVARES@XEROX.COM,supplier,,,27580000,AVENIDA AVENIDA INDUSTRIAL ALDA BERNARDES FARIA E SILVA,1881,BLOCO 200 GALPAO07,ITATIAIA,ITATIAIA,RJ,BRASIL
55.685.878 YOHANNA VITORIA ZORZETTO MAFRA,55.685.878 YOHANNA VITORIA ZORZETTO MAFRA,55.685.878/0001-08,1155647585,YOHANNAMAFRA33@GMAIL.COM,supplier,,,4423000,AVENIDA SENADOR VITORINO FREIRE,180,,JARDIM MELO,SÃO PAULO,SP,BRASIL
